area_m2,quartos,banheiros,vagas,idade_anos,preco
166,2,2,0,24,950231.33
201,1,1,0,8,1088791.83
185,1,2,2,16,1075385.17
65,3,3,2,17,516548.11
107,3,3,2,4,737923.38
102,2,2,2,27,582261.6
144,2,2,2,10,977060.54
154,2,2,2,25,899882.3
78,3,3,1,16,622357.32
123,1,1,4,31,764781.25
40,4,4,0,4,376453.53
192,2,2,1,4,1209586.29
94,5,5,1,5,719426.71
122,2,3,4,16,829763.2
104,3,3,4,30,659898.73
177,2,2,2,30,1042289.25
40,1,1,2,0,302568.58
119,4,4,1,17,746754.86
114,4,5,4,0,840661.58
97,3,3,2,22,659373.16
206,3,3,3,26,1100848.22
75,3,3,1,14,515161.36
158,4,3,1,15,1032589.37
137,2,2,3,15,781050.58
183,3,3,0,7,1074153.22
86,3,3,3,19,609096.58
83,2,2,1,12,514818.82
174,4,4,3,24,1255845.11
141,2,2,1,13,712161.89
42,2,2,2,6,372498.9
93,3,3,1,0,610721.24
139,3,3,2,0,842852.46
161,2,2,1,28,818145.36
86,2,3,4,10,689202.78
40,4,3,2,18,372211.92
146,2,3,1,32,810855.92
58,3,3,3,9,521038.46
40,3,3,1,8,353122.98
40,3,4,1,13,306999.89
160,4,4,0,15,929510.21
126,3,4,3,33,895351.27
108,3,3,1,30,584848.0
189,3,3,1,21,989024.18
151,3,3,3,29,919012.64
200,3,4,2,13,1111972.12
50,4,5,0,17,428541.85
118,2,2,2,11,660232.72
40,2,2,3,2,389526.6
108,2,2,0,27,617121.39
107,1,2,2,20,667966.17
151,1,1,1,15,915402.97
122,4,4,2,14,792072.67
151,3,3,1,0,1064716.46
155,3,3,2,5,938486.47
227,3,3,0,18,1461911.03
104,4,5,2,9,856077.04
72,3,3,0,12,502538.9
132,4,5,1,13,765946.43
79,2,1,0,8,491548.89
194,4,4,2,5,1124638.58
105,3,3,1,0,679741.58
91,2,2,1,13,661094.34
96,3,4,1,21,571530.35
155,3,2,2,0,967715.29
112,2,1,1,14,612726.53
87,3,3,2,17,579867.79
203,2,1,0,5,1191506.02
77,1,2,0,29,452737.55
121,4,4,1,11,779214.95
152,3,3,3,13,929529.66
40,4,3,0,13,364489.26
144,3,3,0,0,994538.07
67,2,2,0,25,387394.85
161,3,2,2,5,1115462.78
71,3,3,1,12,555651.62
154,5,5,2,20,1104000.53
175,2,3,0,29,990347.99
163,4,4,0,4,1092596.69
132,4,4,1,10,781399.47
108,3,4,2,28,660696.43
91,4,4,2,19,686107.89
193,2,3,0,21,1093788.84
85,5,5,3,4,720346.52
68,3,3,1,11,394697.0
153,1,1,2,13,830521.97
80,4,4,1,6,540021.12
72,3,3,1,0,550925.85
47,3,4,2,9,415053.8
95,3,3,2,28,586936.82
115,2,2,1,15,832860.08
132,3,3,1,28,853446.52
167,4,4,1,16,1101821.29
146,1,2,2,7,999162.54
110,2,2,1,27,685861.01
110,1,1,2,17,600057.99
145,3,4,1,24,811918.29
183,3,3,0,4,1146132.52
126,3,3,1,25,636879.39
96,4,4,0,25,628564.35
70,3,3,1,17,408610.32
47,2,3,1,6,378973.21
153,4,4,2,14,1029865.9
148,3,3,1,21,898137.32
148,3,3,2,17,967006.35
113,3,4,1,21,831438.25
190,4,3,4,25,1173863.85
95,3,4,4,8,897640.64
167,2,2,3,3,1053117.58
118,3,3,2,14,811253.64
89,1,2,1,11,516930.99
149,2,2,2,22,973667.89
140,3,3,4,4,1028086.64
137,2,2,0,25,857847.11
124,1,1,1,28,680956.32
118,2,2,1,15,631945.53
239,3,3,1,15,1553692.45
179,4,4,1,7,941587.75
156,5,5,1,9,979430.32
125,2,2,1,10,756388.39
170,3,3,4,29,1263373.89
145,4,5,1,14,947547.11
121,2,2,2,1,761911.32
104,3,2,1,17,646224.84
115,3,3,1,23,634215.55
40,1,1,1,14,280915.63
130,4,4,1,29,818179.14
95,4,4,1,22,596864.82
199,1,1,1,4,985610.72
120,1,1,1,9,660052.14
60,1,1,2,17,391523.31
117,2,2,1,0,693644.88
67,3,2,1,18,424075.57
143,3,2,2,0,905480.48
134,2,2,0,25,784939.78
167,4,4,1,24,1013742.63
80,2,3,0,20,482255.5
121,1,2,0,8,725977.99
51,2,3,1,16,375192.42
155,3,3,0,9,829316.38
145,3,3,1,4,962697.7
144,2,1,2,11,862213.32
120,2,2,0,21,681929.49
140,4,3,1,15,758468.98
200,5,5,3,29,1191030.76
105,2,2,2,22,745673.53
126,2,2,1,21,644990.49
65,3,4,3,0,568337.39
76,3,3,1,12,531304.75
124,2,3,0,4,768202.97
175,4,4,4,13,1008299.26
107,3,4,3,8,788840.73
108,3,3,1,11,599954.87
99,3,4,2,25,662624.75
93,5,5,2,19,655409.35
134,3,3,0,25,732950.24
45,1,1,1,0,346705.25
184,2,2,1,15,1013038.92
86,3,4,3,24,673595.06
156,2,3,0,30,905275.15
56,3,3,2,0,512242.27
153,4,4,0,11,847784.01
153,3,3,1,25,963485.32
139,5,5,2,13,931725.4
70,2,2,2,5,477601.89
132,4,3,0,0,758230.07
60,3,3,1,5,484943.86
107,2,1,1,0,606675.44
171,3,3,0,15,1028406.72
159,2,2,0,23,1016296.4
120,3,3,2,2,843307.36
71,3,3,1,17,555101.72
152,2,1,0,23,782729.32
120,3,3,1,14,794702.96
40,3,3,3,0,399723.63
159,2,2,0,18,871413.37
118,1,1,2,14,779282.41
180,3,4,0,13,999416.94
65,3,4,0,9,524309.44
40,4,5,0,15,413578.79
133,4,5,1,20,928512.3
134,3,3,2,38,717114.59
40,3,3,1,16,360537.56
71,3,3,2,30,488798.7
257,3,4,1,18,1816510.26
104,2,2,1,14,550058.38
156,2,2,1,16,917215.92
87,3,3,2,2,628173.88
40,1,1,2,18,242147.71
111,3,3,2,0,687583.11
106,4,5,1,6,632508.58
100,2,2,2,16,589624.13
114,3,4,1,26,747459.15
133,4,4,2,29,854652.01
112,3,3,3,12,792597.67
56,2,3,0,16,358476.68
144,2,3,1,24,908756.46
40,3,2,2,1,367945.2
40,3,3,2,19,357461.23
156,2,2,0,6,958031.68
145,2,2,4,13,852100.76
117,4,4,2,10,804444.22
50,3,4,0,19,404762.85
84,5,5,0,20,588158.05
106,3,3,2,23,716015.21
40,4,4,0,18,376855.66
83,2,3,0,16,521742.48
152,3,4,1,33,886032.71
191,1,1,2,0,1114815.68
99,3,3,2,31,673459.71
157,3,3,1,12,941714.98
40,2,2,2,20,348676.85
152,4,4,4,11,1087946.93
79,4,5,1,7,518009.88
135,1,2,2,19,689227.82
107,3,3,3,25,807251.88
186,2,2,2,19,1030741.44
76,3,3,2,9,558743.44
151,4,4,1,51,964025.05
106,2,2,1,26,625678.93
112,4,4,1,24,731173.45
110,2,1,2,11,622040.36
77,3,3,4,8,646588.52
119,3,3,0,12,766346.16
116,2,2,0,25,631872.26
132,2,2,0,5,715519.08
124,4,4,2,4,1009226.02
159,3,3,0,20,913161.94
166,2,2,2,18,900875.3
67,3,4,1,7,538300.46
163,1,1,1,4,905306.26
60,2,3,1,29,371190.88
149,3,3,3,18,995021.23
150,1,1,1,1,790590.15
40,4,3,3,2,514635.3
124,3,3,1,11,804099.95
96,4,5,0,22,637557.92
82,3,4,0,20,554811.27
187,4,5,4,26,1287787.92
87,3,3,2,0,629223.68
79,3,3,0,17,613543.71
123,5,5,2,29,901603.56
154,3,3,1,28,933029.71
112,1,1,1,18,585551.04
178,3,4,0,38,991213.7
146,4,5,2,21,969262.38
40,3,3,0,25,296599.32
93,3,3,1,15,675877.92
91,3,3,1,7,566610.43
143,5,5,0,6,883539.43
40,1,1,1,16,263584.43
247,3,4,0,12,1668721.88
146,2,2,1,0,809298.4
127,3,3,3,4,743865.63
179,3,3,1,11,1139764.7
237,2,1,1,22,1369517.72
163,2,3,1,14,863306.3
167,3,3,1,14,924577.53
126,2,3,2,5,895656.05
112,2,2,0,15,622939.5
96,4,4,3,28,705963.08
78,2,1,2,16,483087.51
85,3,3,2,0,549846.07
52,4,4,0,2,420440.38
116,2,2,0,20,600260.59
40,2,2,1,12,341241.15
129,3,3,3,14,870972.76
118,3,4,1,8,914542.65
127,4,5,1,20,778211.89
93,4,3,0,11,580660.05
273,3,4,2,13,2062962.69
188,2,2,2,6,1172493.85
57,1,1,0,24,344280.92
131,2,2,0,12,689554.84
89,2,3,1,21,642164.43
69,3,3,1,3,507555.31
52,3,3,2,32,383321.76
141,1,1,2,27,850774.97
85,4,4,2,0,643849.57
168,2,2,0,6,862315.82
169,3,3,2,19,1004729.04
188,3,3,4,1,1118896.82
77,3,4,3,13,471116.31
143,3,4,3,19,875089.59
151,1,2,1,13,814592.87
96,3,3,2,20,576293.23
81,3,3,3,8,662130.48
200,4,4,2,0,1144121.1
131,3,2,1,24,803624.15
151,3,4,4,24,891419.74
78,3,3,1,40,536368.76
59,4,5,0,0,448940.7
91,2,1,0,22,428281.08
113,3,4,2,0,840720.47
66,3,3,1,32,421050.88
119,3,2,0,19,805801.63
40,2,2,2,5,357969.82
63,3,3,2,22,496524.24
153,2,2,2,9,976899.48
150,3,3,1,18,901049.81
100,3,3,2,17,666045.16
69,4,5,0,32,553458.62
68,3,3,1,33,464602.45
101,2,2,1,9,590003.78
152,2,2,2,25,913385.95
166,4,4,1,18,837555.8
95,2,2,0,0,657811.0
62,3,3,1,8,518186.04
133,2,2,1,38,814219.03
78,3,3,3,18,658947.4
94,3,3,3,24,669461.27
186,2,2,0,12,1023192.3
161,2,2,0,9,821834.64
127,4,3,0,15,897626.6
56,3,3,2,12,429655.75
130,3,3,0,0,826888.61
173,4,3,0,4,1055014.63
101,4,4,1,22,604402.9
187,2,1,1,11,893552.4
184,5,5,0,15,1123001.68
203,1,1,1,17,1061515.01
135,2,1,1,18,762505.0
149,4,3,1,26,972368.99
190,2,2,4,4,1184946.8
142,2,2,0,20,848545.44
94,2,2,1,22,592378.22
97,3,4,3,24,686184.06
131,3,3,3,0,823270.89
55,3,3,1,17,428383.93
112,4,4,2,32,736912.75
174,3,4,0,14,1093603.54
40,2,2,2,19,317618.85
196,4,4,4,22,1207575.08
176,2,2,1,4,990474.81
97,2,2,1,33,528569.32
147,1,1,0,19,883118.34
120,3,4,2,20,840201.13
181,2,2,1,0,939075.92
169,2,2,2,22,1023871.85
49,2,2,0,20,285553.86
149,2,2,1,31,899199.09
109,3,3,1,11,659587.94
124,4,4,1,5,841037.5
83,3,3,1,8,484551.28
207,2,2,1,9,1070910.79
172,2,2,2,3,1043202.47
83,5,5,2,27,594202.26
53,1,1,2,28,315287.4
100,4,4,1,13,762049.06
141,2,2,3,11,1051539.36
132,4,5,2,0,962090.2
182,2,2,1,21,924970.32
159,3,2,0,31,1013850.95
168,3,2,1,8,860208.97
136,3,3,4,13,893199.05
50,2,2,1,19,358062.26
110,3,4,1,32,792745.12
173,3,4,0,16,1084815.87
117,1,1,2,16,650919.98
145,1,1,1,16,740447.2
104,3,3,1,0,745321.03
68,2,3,1,0,469092.33
113,3,3,1,6,738588.26
135,2,2,1,25,687847.81
87,3,3,1,11,615300.66
108,2,2,2,9,702948.18
73,3,3,2,9,483209.67
175,2,2,2,13,1088483.76
105,1,1,0,32,586941.37
192,1,1,2,13,1117987.65
196,5,5,0,7,1158313.46
115,2,2,0,15,682127.85
69,3,3,3,32,539722.76
40,1,1,2,9,297926.13
46,2,2,1,3,365417.31
51,3,4,3,9,546405.91
188,3,2,4,16,1255411.44
125,5,5,2,21,768275.3
139,4,4,2,25,946675.21
40,3,3,2,4,415115.47
60,3,3,1,5,456906.43
164,3,3,0,11,997487.72
134,2,2,2,21,819661.63
112,4,4,1,2,710186.04
148,3,4,0,8,870560.26
201,3,4,1,9,1251406.52
108,2,3,1,24,628058.58
123,1,1,4,20,830090.77
129,4,5,2,24,932111.74
239,2,2,1,28,1576116.97
40,3,3,4,11,507951.55
154,2,1,3,3,948564.42
114,4,4,1,3,781422.67
148,1,2,3,0,948729.07
87,4,4,1,10,621980.1
117,2,2,1,11,734013.83
155,4,4,1,22,817359.18
275,3,4,2,15,1882866.98
160,2,2,1,10,818620.66
77,3,4,2,13,521950.92
